timestamp,equity,price,position,strategy
2026-07-23T00:25:59.231070+00:00,9952.270312034938,66245.01,-1,sma
2026-07-23T00:26:59.549503+00:00,9952.270312034938,66245.01,-1,sma
2026-07-23T00:27:59.792655+00:00,9947.056357798581,66279.42,-1,sma
2026-07-23T00:29:00.049953+00:00,9953.438565076562,66237.3,-1,sma
2026-07-23T00:30:00.345649+00:00,9956.172065059818,66219.26,-1,sma
2026-07-23T00:31:00.683867+00:00,9963.636156477512,66170.0,-1,sma
2026-07-23T00:32:00.985898+00:00,9961.786043683966,66182.21,-1,sma
2026-07-23T00:33:01.226929+00:00,9959.843501012938,66195.03,-1,sma
2026-07-23T00:34:01.472511+00:00,9959.091940041932,66199.99,-1,sma
2026-07-23T00:35:01.799572+00:00,9953.799193123134,66234.92,-1,sma
2026-07-23T00:36:02.062552+00:00,9955.323528479648,66224.86,-1,sma
2026-07-23T00:37:02.413801+00:00,9960.188976620579,66192.75,-1,sma
2026-07-23T00:38:02.662356+00:00,9963.017936969103,66174.08,-1,sma
2026-07-23T00:39:02.951609+00:00,9963.242193065289,66172.6,-1,sma
2026-07-23T00:40:03.201923+00:00,9964.248315010347,66165.96,-1,sma
2026-07-23T00:41:03.479652+00:00,9964.661976593181,66163.23,-1,sma
2026-07-23T00:42:03.723115+00:00,9962.430022338558,66177.96,-1,sma
2026-07-23T00:43:04.003405+00:00,9969.900174731825,66128.66,-1,sma
2026-07-23T00:44:04.426593+00:00,9966.589366825277,66150.51,-1,sma
2026-07-23T00:45:04.674008+00:00,9972.551851544851,66111.16,-1,sma
2026-07-23T00:46:04.938799+00:00,9966.783318043601,66149.23,-1,sma
2026-07-23T00:47:05.179928+00:00,9963.639186965298,66169.98,-1,sma
2026-07-23T00:48:05.490059+00:00,9964.658946105394,66163.25,-1,sma
2026-07-23T00:49:05.768640+00:00,9967.515180843997,66144.4,-1,sma
2026-07-23T00:50:06.043952+00:00,9973.156433858221,66107.17,-1,sma
2026-07-23T00:51:06.390059+00:00,9974.84593079909,66096.02,-1,sma
2026-07-23T00:52:06.723902+00:00,9968.121278401259,66140.4,-1,sma
2026-07-23T00:53:06.981375+00:00,9974.233772266256,66100.06,-1,sma
2026-07-23T00:54:07.274858+00:00,9975.865689939188,66089.29,-1,sma
2026-07-23T00:55:07.705181+00:00,9975.465665551394,66091.93,-1,sma
